Filepath,Class
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_1593.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH001.2020-08-08.160.W1+V1_9715.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_57.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_1123.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_10907.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB016.2020-04-28.200.W1+V1_332.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_1310.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-09-18.050.A2+T1_14304.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_2742.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH001.2020-08-08.160.W1+V1_5230.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-09-18.050.A2+T1_11731.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_2429.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_245.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_1289.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-08-25.050.A1+t1_13084.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CAV003.2020-05-19.080.A1+T1_1619.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_81.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_1278.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_811.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-09-18.050.A2+T1_14564.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_3298.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-08-25.050.A1+t1_5186.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_1113.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_165.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_7905.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_1458.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W2+V1_2296.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_8982.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/CTO002.2020-08-25.050.A1+t1_30277.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB005.2020-04-03.200.W2+V1_1970.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SKB004.2020-04-03.170.W1+V1_543.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepodites/SJH004.2020-08-08.180.W1+V1_7570.jpg,Undetermined copepodites
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_1194.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB015.2020-04-28.200.W2+V1_2768.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_1837.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_141.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_3952.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_1580.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_9335.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_9655.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-09-18.050.A2+T1_9091.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_7159.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-09-18.050.A2+T1_1987.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_1558.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_26.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_6139.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_2297.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_21198.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_1002.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_205.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-18.050.A1+T1_1979.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1956.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_7927.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_15897.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_860.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_890.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_28803.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CAV003.2020-10-12.080.A3+T1_7051.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_8682.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_22640.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_2138.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_28359.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_2281.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_229.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_961.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_14197.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_10975.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_13073.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_2631.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_9872.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_953.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_13387.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_60.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_7398.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_281.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1328.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_1312.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_15100.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_1453.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_582.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-05.200.W2+V1_903.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_11316.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1441.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_2450.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_880.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_7366.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_2482.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_2573.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_20166.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_863.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_885.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_1071.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_29385.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_13071.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_8915.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_15227.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_2098.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1012.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_8406.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_15095.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_2306.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_819.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_17943.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_9702.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_658.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_2506.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W2+V1_2611.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_6565.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_2241.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_2129.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_11262.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_10903.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_9688.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1158.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_1604.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_24966.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_14145.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_892.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB010.2020-04-26.200.W2+V1_658.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_5853.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-09-18.050.A2+T1_9532.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_3988.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CAV003.2020-10-12.080.A3+T1_3541.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_3547.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_9972.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_9342.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB005.2020-04-03.200.W2+V1_1564.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_22729.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_12252.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_2873.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB005.2020-04-03.200.W2+V1_1078.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_6250.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_10220.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-18.050.A1+T1_17081.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_4979.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH004.2020-08-08.180.W1+V1_11270.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_1742.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB016.2020-04-28.200.W1+V1_1637.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB005.2020-04-03.200.W2+V1_590.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CAV003.2020-10-12.080.A3+T1_4760.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_3192.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SKB004.2020-04-03.170.W1+V1_95.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-21.050.A2+T1_2756.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_30677.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/SJH001.2020-08-08.160.W1+V1_2329.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CAV003.2020-10-12.080.A3+T1_15280.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-09-18.050.A2+T1_9806.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-08-25.050.A1+t1_5154.jpg,Apical small
/DATA_init/plankton_datasets/MesoZ/Mesozooplankton/Crustacea/Copepoda/Undetermined copepods/Apical copepod/Apical small/CTO002.2020-04-18.050.A1+T1_23625.jpg,Apical small
