Filepath,Class
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_109.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_85.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_54.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_4.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_8124.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_107.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_1455.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_82.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_3.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_26.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_30.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+L1_1968.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_116.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+L1_1966.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_42.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_66.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_118.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_45.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_124.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_70.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_3090.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_28.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_116.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_4663.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+L1_1286.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_77.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_118.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_79.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_123.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN002.2019-06-25.001.A1+A1_47.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_77.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_52.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_2.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_27.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_5.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_392.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_20.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_2127.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_108.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_76.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN002.2019-06-25.001.A1+A1_3.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_27.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_52.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-04-26.003.B1+L1_3541.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_29.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_69.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_2749.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_141.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN008.2019-09-15.001.A1+A1_9.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_67.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN008.2019-09-15.001.A1+A1_7.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_108.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_69.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-04-26.003.B1+L1_424.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+L1_594.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_148.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_12.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN001.2019-06-22.001.A1+A1_125.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN006.2019-09-04.001.A1+A1_10.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_27.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_78.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_9383.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+L1_1520.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN029.2021-01-25.001.A1+A1_158.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_125.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_43.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_67.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN007.2019-09-14.001.A1+A1_31.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/CBR001.2021-05-10.001.B1+F1_8803.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN029.2021-01-25.001.A1+A1_118.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_150.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_157.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Chaetocerotanae/Chaetoceros/Chaetoceros spp/FBN005.2019-09-03.001.A1+A1_12.jpg,Chaetoceros spp
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Hemiaulales/Cerataulina pelagica/NBR001.2020-06-08.001.B1+F1_3299.jpg,Cerataulina pelagica
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_113.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_130.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_105.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_179.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_26.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_107.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN004.2019-07-01.001.A1+A1_8.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_10.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/CBR001.2021-05-10.001.B2+F1_10409.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_106.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Leptocylindrales/Leptocylindrus minimus/FBN005.2019-09-03.001.A1+A1_181.jpg,Leptocylindrus minimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_135.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_259.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN030.2021-01-25.001.A1+A1_47.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN030.2021-01-25.001.A1+A1_49.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_239.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN030.2021-01-25.001.A1+A1_43.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_353.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_354.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Lithodesmiales/Ditylum/Ditylum brightwellii/FBN029.2021-01-25.001.A1+A1_304.jpg,Ditylum brightwellii
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_1379.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_29.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_91.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_3740.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_2024.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_20.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_98.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_163.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_164.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_7480.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN005.2019-09-03.001.A1+A1_111.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_156.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_2760.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_290.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_18.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_2.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_14829.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN002.2019-06-25.001.A1+A1_28.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_2652.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_5.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_8002.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_16.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_6904.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_20686.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_31.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_172.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_399.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_43.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_3.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_80.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_7095.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN002.2019-06-25.001.A1+A1_38.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_157.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_14676.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_26.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN004.2019-07-01.001.A1+A1_21.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_162.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/FBN001.2019-06-22.001.A1+A1_110.jpg,Dactyliosolen fragilissimus
/DATA_init/plankton_datasets/MicroS/Ochrophyta/Bacillariophyceae/Rhizosoleniales/Dactyliosolen/Dactyliosolen fragilissimus/NBR001.2020-06-08.001.B1+F1_20649.jpg,Dactyliosolen fragilissimus
