Filepath,Class
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Akashiwo/Akashiwo sanguineum/CBR001.2020-11-10.001.A1+L1_20921.jpg,Akashiwo sanguineum
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Akashiwo/Akashiwo sanguineum/CBR001.2020-11-10.001.A1+L1_5418.jpg,Akashiwo sanguineum
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Akashiwo/Akashiwo sanguineum/CBR001.2020-11-10.001.A1+L1_25575.jpg,Akashiwo sanguineum
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Akashiwo/Akashiwo sanguineum/CBR001.2020-11-10.001.A1+L1_21129.jpg,Akashiwo sanguineum
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.045.T1+F1_83.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22125.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22318.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_9873.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_14759.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_13802.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1132.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.041.T1+F1_8.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_29056.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_982.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26939.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.032.T1+F1_82.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_692.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_18073.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17110.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_830.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22444.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22495.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_19688.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_12069.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.032.T1+F1_5.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_20074.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_18471.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_18134.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_20291.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_5225.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1098.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_5805.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.045.T1+F1_864.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_27277.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_8222.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_24939.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_1332.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_23103.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_13287.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22570.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.045.T1+F1_13.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_16974.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_20064.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_23758.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_3262.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1443.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22468.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1438.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26034.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_13349.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_5363.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_18568.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22985.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_13207.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_23658.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_27811.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_3163.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_21192.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26768.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_12142.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_20655.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.041.T1+F1_208.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_14465.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1384.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_12679.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_23297.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22808.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22192.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_9705.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17941.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_10.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_22052.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_13126.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26303.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1464.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_29093.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1367.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_16755.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17481.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_25504.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_15597.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17441.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_15462.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17834.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26079.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_26540.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_18817.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_29028.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_2704.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1447.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_8185.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_12668.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_11818.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_2683.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_20773.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_4970.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1078.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.032.T1+F1_286.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_749.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_8522.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_15432.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_4994.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.032.T1+F1_116.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.039.T1+F1_1448.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.045.T1+F1_251.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_16705.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_23256.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_27399.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_17872.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-11-10.001.A1+L1_14920.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Gymondiniales/Gyrodinium/Gyrodinium spp/CBR001.2020-20-19.032.T1+F1_158.jpg,Gyrodinium spp
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/FVB001.2021-02-18.005.A1+A1_5.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/FVB001.2021-02-18.005.A1+A1_2.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-11-10.001.A1+L1_20098.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_20.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_12.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-11-10.001.A1+L1_3979.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_9.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_15.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/FVB061.2019-11-08.001.A1+A1_37.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_7.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.029.T1+F1_1.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-11-10.001.A1+L1_11415.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.029.T1+F1_6.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.029.T1+F1_10.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.029.T1+F1_8.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.029.T1+F1_17.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_6.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-11-10.001.A1+L1_10450.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_1.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_14.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_13.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-20-19.030.T1+F1_8.jpg,Noctiluca scintilans
/DATA_init/plankton_datasets/MicroL/Microplankton/Myzozoa/Dinophyceae/Noctilucales/Noctiluca/Noctiluca scintilans/CBR001.2020-11-10.001.A1+L1_923.jpg,Noctiluca scintilans
